,_c0,DATE,Themes,Organizations,V2Tone
551,551,20150302000000.0,TRIAL;TAX_FNCACT;TAX_FNCACT_AUTHORITIES;TAX_FNCACT_KNIGHTS;TAX_FNCACT_CORONER;TAX_FNCACT_BABY;KILL;NATURAL_DISASTER;NATURAL_DISASTER_DROWNED;NATURAL_DISASTER_HYPOTHERMIA;TAX_DISEASE;TAX_DISEASE_HYPOTHERMIA;ARREST;SOC_GENERALCRIME;TAX_ETHNICITY;TAX_ETHNICITY_SAMI;TAX_WORLDINSECTS;TAX_WORLDINSECTS_BEE;LEGISLATION;TAX_FNCACT_FATHER;TAX_FNCACT_CHILD;MEDIA_MSM;AFFECT;KIDNAP;TAX_FNCACT_SHERIFF;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;,,"-6.04026845637584,2.3489932885906,8.38926174496644,10.738255033557,23.489932885906,2.01342281879195,288"
552,552,20150302000000.0,ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;ECON_WORLDCURRENCIES_NEW_ZEALAND_DOLLAR;ECON_CENTRALBANK;TAX_FNCACT;TAX_FNCACT_TRADERS;ECON_INTEREST_RATES;ECON_DEFLATION;GENERAL_GOVERNMENT;TAX_FNCACT_OFFICIALS;ECON_INFLATION;AFFECT;TAX_FNCACT_DRIVER;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MILK;ECON_WORLDCURRENCIES_US_DOLLAR;,fonterra cooperative group,"-1.08695652173913,1.08695652173913,2.17391304347826,3.26086956521739,23.731884057971,1.81159420289855,516"
553,553,20150302000000.0,ECON_ELECTRICALDEMAND;ECON_ELECTRICALLOADSHEDDING;,,"-1.8018018018018,0,1.8018018018018,1.8018018018018,22.5225225225225,0,88"
554,554,20150302000000.0,GENERAL_GOVERNMENT;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;TAX_ETHNICITY_WHITE;TAX_ETHNICITY_BLACK;ENV_METALS;TAX_WORLDLANGUAGES_AMONG;,samsung;samsung electronics united kingdom;world congress;sony,"-0.179533213644524,1.43626570915619,1.61579892280072,3.05206463195691,19.2100538599641,0.179533213644524,479"
555,555,20150302000000.0,,augusta rotary club;augusta community easter egg hunt is,"6.16113744075829,7.10900473933649,0.947867298578199,8.05687203791469,28.9099526066351,1.4218009478673,192"
556,556,20150302000000.0,GENERAL_GOVERNMENT;ECON_TAXATION;TAX_FNCACT;TAX_FNCACT_TREASURER;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;AFFECT;ECON_DEBT;ECON_STOCKMARKET;DELAY;,commodity systems inc;news network;morningstar inc;parliamentary budget office;nasdaq;yahoo,"-2.97619047619048,2.97619047619048,5.95238095238095,8.92857142857143,23.5119047619048,1.78571428571429,303"
557,557,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MIAMI;TAX_FNCACT;TAX_FNCACT_HOTELIER;TAX_FNCACT_ATTENDANT;TAX_FNCACT_VALET;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_CLERKS;TAX_FNCACT_CLERK;TAX_WORLDFISH;TAX_WORLDFISH_TOP;MEDIA_MSM;TAX_FNCACT_HOUSEKEEPER;LEGISLATION;TAX_ETHNICITY;TAX_ETHNICITY_WHITE;TAX_FNCACT_KING;TAX_ETHNICITY_BENCH;ENV_WATERWAYS;KILL;TAX_FNCACT_CONCIERGE;TAX_WORLDLANGUAGES_COCHE;TAX_FNCACT_BARMAN;TAX_FNCACT_ATTENDANTS;,hibiscus court;business center;hibiscus court cafe;guest services,"1.22741220593249,2.69348789635186,1.46607569041937,4.15956358677122,26.0484145925673,0.375042618479373,2741"
558,558,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SCHOLAR;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MIRDHA;TAX_ETHNICITY;TAX_ETHNICITY_INDIAN;TAX_FNCACT_REPRESENTATIVE;TAX_FNCACT_SECRETARY;TAX_FNCACT_CHANCELLOR;TAX_FNCACT_VICE_CHANCELLOR;TAX_WORLDLANGUAGES_SANSKRIT;MILITARY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SOLDIERS;TAX_FNCACT_SOLDIERS;PROTEST;STRIKE;TAX_RELIGION;TAX_RELIGION_HINDU;TAX_ETHNICITY_HINDU;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_ARTISTS;TAX_WORLDLANGUAGES_BHARAT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_ETHNICITY_HINDUSTANI;TAX_WORLDLANGUAGES_HINDUSTANI;TAX_WORLDLANGUAGES_SEN;TAX_FNCACT_HUNTER;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_PERFORMER;MEDIA_MSM;IDEOLOGY;,raghavan centre;hunter college;v raghavan centre for performing arts;wesleyan university,"4.25531914893617,5.26849037487335,1.01317122593718,6.28166160081054,17.8318135764944,0.911854103343465,885"
559,559,20150302000000.0,SOC_GENERALCRIME;TAX_FNCACT;TAX_FNCACT_DETECTIVES;AFFECT;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_SPOKESWOMAN;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_QUEENS;PROTEST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DOG;TAX_FNCACT_REPAIRMAN;TAX_FNCACT_EXCAVATOR;TAX_FNCACT_PAWNBROKER;TRIAL;KIDNAP;RURAL;,strike force rosann;rural fire service;emergency service,"-4.76190476190476,0.198412698412698,4.96031746031746,5.15873015873016,25,0,468"
560,560,20150302000000.0,ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_YUAN;URBAN;TAX_WORLDFISH;TAX_WORLDFISH_TOP;,national bureau of statistics on feb,"-2.85714285714286,0,2.85714285714286,2.85714285714286,8.57142857142857,0.952380952380952,96"
561,561,20150302000000.0,MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_MARSHALLS;EDUCATION;MARITIME_INCIDENT;,martial arts school;agent school;marshalls art school,"-0.0992063492063497,4.16666666666667,4.26587301587302,8.43253968253968,19.8412698412698,0.793650793650794,894"
562,562,20150302000000.0,ECON_CENTRALBANK;,reuters,"0,0.78125,0.78125,1.5625,13.28125,5.46875,114"
563,563,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT;TAX_FNCACT_OFFICIAL;PROTEST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;ARMEDCONFLICT;TAX_FNCACT_SPOKESMAN;MILITARY;SANCTIONS;BAN;,united nations;reuters;united states,"-6.58682634730539,0,6.58682634730539,6.58682634730539,20.9580838323353,0,162"
564,564,20150302000000.0,TAX_RELIGION;TAX_RELIGION_ISLAMIC;ENV_OIL;ECON_OILPRICE;ECON_CENTRALBANK;TAX_FNCACT;TAX_FNCACT_EXECUTIVE;LEADER;TAX_FNCACT_PRESIDENT;GENERAL_GOVERNMENT;ENV_NATURALGAS;ECON_SUBSIDIES;,reuters,"-2.65700483091787,1.69082125603865,4.34782608695652,6.03864734299517,25.8454106280193,0.966183574879227,377"
565,565,20150302000000.0,TAX_FNCACT;TAX_FNCACT_VETERAN;TAX_FNCACT_ROLE_MODEL;TAX_DISEASE;TAX_DISEASE_CANCER;TAX_DISEASE_LUNG_CANCER;MEDIA_MSM;,,"4.32098765432099,6.79012345679012,2.46913580246914,9.25925925925926,11.7283950617284,0,146"
566,566,20150302000000.0,SOC_USSECURITYAGENCIES;TAX_ETHNICITY;TAX_ETHNICITY_WHITE;TAX_FNCACT;TAX_FNCACT_DIRECTOR;SCANDAL;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_MAN;MANMADE_DISASTER_IMPLIED;HUMAN_TRAFFICKING;GENERAL_GOVERNMENT;DRONES;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_AGENT;WOUND;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;,comcast,"-4.71014492753623,0.72463768115942,5.43478260869565,6.15942028985507,25,1.44927536231884,499"
567,567,20150302000000.0,,facebook;associated press;international football association board;english football association,"1.26262626262626,3.53535353535354,2.27272727272727,5.80808080808081,20.959595959596,0.757575757575758,368"
568,568,20150302000000.0,,,"1.54440154440154,1.93050193050193,0.386100386100386,2.31660231660232,24.7104247104247,5.40540540540541,236"
569,569,20150302000000.0,TAX_FNCACT;TAX_FNCACT_METEOROLOGIST;,,"-2.00803212851406,0.803212851405622,2.81124497991968,3.6144578313253,30.9236947791165,1.60642570281124,226"
570,570,20150302000000.0,TAX_FNCACT;TAX_FNCACT_DRIVERS;PUBLIC_TRANSPORT;TAX_FNCACT_CONTRACTOR;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_TEAMSTERS;TAX_FNCACT_WORKERS;MEDIA_SOCIAL;GENERAL_HEALTH;MEDICAL;RETIREMENT;TAX_FNCACT_EMPLOYER;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_VICE_PRESIDENT;NEGOTIATIONS;TAX_FNCACT_TENANTS;,facebook;yahoo,"0.763358778625954,1.78117048346056,1.01781170483461,2.79898218829517,24.4274809160305,0,361"
571,571,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MANAGER;SOC_INNOVATION;TAX_FNCACT_ANALYST;,,"-2.27272727272727,0.757575757575758,3.03030303030303,3.78787878787879,24.2424242424242,1.13636363636364,223"
572,572,20150302000000.0,TAX_FNCACT;TAX_FNCACT_WOMAN;TRIAL;KILL;TAX_FNCACT_LAWYER;TAX_FNCACT_PERVERT;ARREST;TAX_FNCACT_LABOURER;,hutt valley district court;high court,"-9.65250965250965,0.772200772200772,10.4247104247104,11.1969111969112,22.3938223938224,0,235"
573,573,20150302000000.0,UNEMPLOYMENT;TAX_FNCACT;TAX_FNCACT_UNEMPLOYED;TAX_FNCACT_JUDGE;TAX_FNCACT_SUPPORTERS;TAX_FNCACT_FOUNDERS;TRIAL;,,"-2.77777777777778,2.22222222222222,5,7.22222222222222,22.7777777777778,2.77777777777778,163"
574,574,20150302000000.0,,,"-0.72463768115942,1.86335403726708,2.5879917184265,4.45134575569358,22.9813664596273,0.20703933747412,876"
575,575,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_RELIGION;TAX_RELIGION_PRESBYTERIAN;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_TIGER;TAX_WORLDFISH_TOPS;TAX_WORLDMAMMALS_WOLF;TAX_FNCACT;TAX_FNCACT_LEADERS;TAX_FNCACT_OFFICIAL;MEDIA_SOCIAL;TAX_FNCACT_CHAMPION;TAX_WORLDMAMMALS_FOX;TAX_ETHNICITY;TAX_ETHNICITY_SCOTTISH;TAX_FNCACT_SCHOLARS;TAX_FNCACT_CHAMPIONS;,mocs club;davidson college invitational;river run country club in davidson;twitter;river run country club davidson;facebook,"1.5233949945593,2.50272034820457,0.979325353645267,3.48204570184984,19.3688792165397,0,828"
576,576,20150302000000.0,,high court at auckland,"-4.24028268551237,1.41342756183746,5.65371024734982,7.06713780918728,22.9681978798587,0,260"
577,577,20150302000000.0,ECON_HOUSING_PRICES;TAX_FNCACT;TAX_FNCACT_PRINCIPAL;,estate company;real estate company profile;market research;real estate market research,"-0.252525252525252,1.51515151515152,1.76767676767677,3.28282828282828,20.7070707070707,1.76767676767677,360"
578,578,20150302000000.0,TAX_FNCACT;TAX_FNCACT_STUDENTS;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;TAX_ETHNICITY;TAX_ETHNICITY_CANADIANS;TAX_FNCACT_TEACHER;TAX_WORLDFISH;TAX_WORLDFISH_TOP;MEDIA_SOCIAL;,shaughnessy park school;canada coolest school trip;mauricie national park,"4.1871921182266,4.43349753694581,0.246305418719212,4.67980295566502,28.3251231527094,0.738916256157635,374"
579,579,20150302000000.0,TAX_FNCACT;TAX_FNCACT_EDITOR;TAX_FNCACT_CITIZEN;MEDIA_SOCIAL;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_RELIGION_ANGLICAN_CHURCH;,st paul anglican church;facebook,"3.49344978165939,4.36681222707424,0.873362445414847,5.24017467248908,19.6506550218341,2.18340611353712,212"
580,580,20150302000000.0,,naismith college player,"-2.51141552511416,0.91324200913242,3.42465753424658,4.337899543379,19.8630136986301,0,390"
581,581,20150302000000.0,PROTEST;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;,korea defense ministry,"-4.85436893203883,0,4.85436893203883,4.85436893203883,18.4466019417476,0,89"
582,582,20150302000000.0,TAX_WEAPONS;TAX_WEAPONS_EXPLOSIVES;ENV_MINING;TRIAL;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;SOC_INNOVATION;ENV_METALS;ENV_COAL;FUELPRICES;TAX_FNCACT_ANALYSTS;,,"0.324675324675324,2.5974025974026,2.27272727272727,4.87012987012987,21.7532467532468,0.649350649350649,276"
583,583,20150302000000.0,DISABILITY;PUBLIC_TRANSPORT;TAX_FNCACT;TAX_FNCACT_OFFICIALS;TAX_FNCACT_DIRECTORS;TAX_FNCACT_CHAIRMAN;SECURITY_SERVICES;TAX_FNCACT_POLICE;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_POLICE_STATIONS;TAX_FNCACT_DIRECTOR;LEADER;TAX_FNCACT_MAYOR;TAX_FNCACT_PRESIDENT;,san francisco municipal transportation agency,"-0.294117647058823,1.76470588235294,2.05882352941176,3.82352941176471,23.8235294117647,0.882352941176471,302"
584,584,20150302000000.0,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_LION;TAX_ETHNICITY;TAX_ETHNICITY_CANADIAN;TAX_FNCACT;TAX_FNCACT_WALKER;ARMEDCONFLICT;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;RETIREMENTS;LEADER;TAX_FNCACT_PRESIDENT;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF_OPERATING_OFFICER;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;ECON_WORLDCURRENCIES_AUSTRALIAN_DOLLAR;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MILK;,saputo international,"-0.23696682464455,2.13270142180095,2.3696682464455,4.50236966824645,24.4075829383886,1.18483412322275,384"
585,585,20150302000000.0,TAX_FNCACT;TAX_FNCACT_CHIEF;MANMADE_DISASTER_IMPLIED;URBAN;TAX_FNCACT_OFFICIAL;NEW_CONSTRUCTION;TAX_FNCACT_DEVELOPER;TAX_FNCACT_CONSULTANT;,investments ltd;beasley neighbourhood association,"-0.6006006006006,2.25225225225225,2.85285285285285,5.10510510510511,24.9249249249249,0,604"
586,586,20150302000000.0,MANMADE_DISASTER_IMPLIED;PUBLIC_TRANSPORT;TOURISM;TAX_FNCACT;TAX_FNCACT_TOURISTS;TAX_FNCACT_COOK;TAX_ETHNICITY;TAX_ETHNICITY_SPANISH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SPANISH;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_ETHNICITY_BLACK;TAX_FNCACT_TOURIST;TAX_ETHNICITY_SALAR;TAX_WORLDLANGUAGES_SALAR;,,"-1.35135135135135,1.15830115830116,2.50965250965251,3.66795366795367,23.1660231660232,5.5984555984556,487"
587,587,20150302000000.0,,department of homeland security;international peru eye clinic;concussion inc;american swimming coaches association,"-1.65745856353591,1.65745856353591,3.31491712707182,4.97237569060773,18.5082872928177,1.38121546961326,342"
588,588,20150302000000.0,ENV_CLIMATECHANGE;ENV_SOLAR;AGRICULTURE;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;ENV_COAL;ENV_GREEN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_ETHNICITY;TAX_ETHNICITY_JAPANESE;TAX_WORLDLANGUAGES_JAPANESE;TAX_FNCACT;TAX_FNCACT_MANUFACTURER;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;LEGISLATION;TAX_FNCACT_GUIDE;IDEOLOGY;TAX_FNCACT_AUTHOR;TAX_FNCACT_EDITOR;TAX_WORLDLANGUAGES_ABADI;,boeing;united states,"0.104931794333683,2.09863588667366,1.99370409233998,4.09233997901364,24.6589716684155,0.104931794333683,870"
589,589,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SPEAKER;,governor office;navajo nation council speaker lorenzo bates;u s interior department,"1.08225108225108,3.67965367965368,2.5974025974026,6.27705627705628,20.3463203463203,0.432900432900433,419"
590,590,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;GENERAL_GOVERNMENT;TAX_FNCACT_ADVISER;WMD;TAX_FNCACT_PRESIDENT;TAX_FNCACT_SPEAKER;TAX_ETHNICITY;TAX_ETHNICITY_WHITE;,,"-0.769230769230769,2.30769230769231,3.07692307692308,5.38461538461539,29.2307692307692,1.53846153846154,124"
591,591,20150302000000.0,TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_CHIEF_OF_STAFF;TAX_FNCACT_CHIEF_OF_STAFF;TAX_FNCACT_MINISTERS;ELECTION;TAX_FNCACT_CHANCELLOR;TAX_FNCACT_SECRETARY;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;SLFID_MILITARY_SPENDING;MILITARY;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_CONSERVATIVE_PARTY;GENERAL_GOVERNMENT;TAX_FNCACT_CITIZENS;MEDIA_MSM;TAX_FNCACT_SPOKESMAN;ARMEDCONFLICT;SURVEILLANCE;TAX_FNCACT_HUNTER;TAX_FNCACT_KILLER;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_MODERATOR;,america a ministry of defence;british army;united states,"-3.37224383916991,1.81582360570687,5.18806744487678,7.00389105058366,23.4760051880674,2.98313878080415,737"
592,592,20150302000000.0,TAX_FNCACT;TAX_FNCACT_ACTRESS;TAX_FNCACT_SINGER;TAX_FNCACT_AMBASSADOR;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_WOMEN;,,"10.7843137254902,10.7843137254902,0,10.7843137254902,17.6470588235294,0,91"
593,593,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;AFFECT;TAX_FNCACT_TRADESMAN;SEIZE;MANMADE_DISASTER_IMPLIED;SOC_GENERALCRIME;PROTEST;TAX_FNCACT_DETECTIVES;,water police;strike force rosann;william tyrell;operational support group;strike force detectives,"-3.10077519379845,1.55038759689922,4.65116279069767,6.2015503875969,27.1317829457364,0.193798449612403,471"
594,594,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;SOC_GENERALCRIME;PROTEST;TAX_FNCACT_DETECTIVES;TAX_FNCACT_REPAIRMAN;TAX_FNCACT_EXCAVATOR;TAX_FNCACT_PAWNBROKER;TRIAL;RURAL;,water police;strike force rosann;operational support group;rural fire service;strike force detectives,"-5.36723163841808,0.282485875706215,5.64971751412429,5.93220338983051,22.5988700564972,0,323"
595,595,20150302000000.0,GENERAL_GOVERNMENT;,,"-2.56410256410256,0.854700854700855,3.41880341880342,4.27350427350427,23.9316239316239,0,109"
596,596,20150302000000.0,TAX_WORLDFISH;TAX_WORLDFISH_SOLE;TAX_FNCACT;TAX_FNCACT_TRADERS;TAX_ETHNICITY;TAX_ETHNICITY_CZECH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CZECH;GENERAL_GOVERNMENT;ECON_ENTREPRENEURSHIP;,,"0,0,0,0,17.2043010752688,0,87"
597,597,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;,new york times;american israel public affairs committee;twitter;american israel public affairs committeelobbyists;national security;united states,"-1.16472545757072,1.41430948419301,2.57903494176373,3.99334442595674,19.5507487520799,0.915141430948419,1038"
598,598,20150302000000.0,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DRILLS;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;ARMEDCONFLICT;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_SPOKESMAN;MILITARY;TAX_FNCACT_TROOPS;TAX_WORLDMAMMALS_DRILL;WMD;TAX_TERROR_GROUP;TAX_TERROR_GROUP_REVOLUTIONARY_ARMED_FORCES;SOVEREIGNTY;,korean people army,"-7.56756756756757,0.810810810810811,8.37837837837838,9.18918918918919,22.4324324324324,1.62162162162162,353"
599,599,20150302000000.0,TAX_FNCACT;TAX_FNCACT_WOMEN;TAX_FNCACT_PRINCE;AGRICULTURE;TAX_FNCACT_BACHELOR;TAX_FNCACT_ASSISTANT;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_NURSE;CLOSURE;TAX_FNCACT_COUNSELOR;TAX_FNCACT_STYLIST;KILL;TAX_FNCACT_INSTRUCTOR;TAX_FNCACT_DANCE_INSTRUCTOR;MANMADE_DISASTER_IMPLIED;TAX_FOODSTAPLES;TAX_FOODSTAPLES_GRAIN;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_JUDGE;,united states,"-2.32558139534884,3.10077519379845,5.42635658914729,8.52713178294574,22.015503875969,1.3953488372093,561"
600,600,20150302000000.0,,niagara icedogs at sudbury community arena;twitter,"0,2.46478873239437,2.46478873239437,4.92957746478873,21.4788732394366,2.46478873239437,518"
601,601,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT;TAX_FNCACT_STUDENTS;TAX_FNCACT_PROFESSOR;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_STUDENT;SOC_POINTSOFINTEREST_SCHOOLS;TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;SELF_IDENTIFIED_HUMAN_RIGHTS;FREESPEECH;TAX_FNCACT_VETERAN;TAX_FNCACT_DIPLOMATS;TAX_FNCACT_COMMISSIONERS;TAX_FNCACT_HIGH_COMMISSIONERS;TAX_FNCACT_AMBASSADOR;LEGISLATION;TAX_FNCACT_FACULTY;ARMEDCONFLICT;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES_FRENCH;SCIENCE;TAX_ETHNICITY_SCANDINAVIAN;,singapore management university,"0.176056338028169,1.58450704225352,1.40845070422535,2.99295774647887,20.9507042253521,1.58450704225352,509"
602,602,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_RELIGION;TAX_RELIGION_SUNNI;TAX_ETHNICITY;TAX_ETHNICITY_SUNNI;ARMEDCONFLICT;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;EXTREMISM;TERROR;TAX_FNCACT_DICTATOR;SLFID_DICTATORSHIP;TAX_RELIGION_SHIITE;TAX_ETHNICITY_SHIITE;SECURITY_SERVICES;TRIAL;MANMADE_DISASTER_IMPLIED;TAX_ETHNICITY_BLACK;TAX_FNCACT_VICTIMS;KILL;TAX_FNCACT_JUDGE;TAX_FNCACT_EXECUTIONER;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_FNCACT_MANUFACTURER;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_REPUBLICAN;TAX_FNCACT_LAWMAKERS;PROTEST;STRIKE;AFFECT;TAX_ETHNICITY_AMERICANS;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_SPY;SOC_USSECURITYAGENCIES;,supreme court;samsung;malaysia airlines flight,"-0.907715582450832,3.17700453857791,4.08472012102874,7.26172465960666,22.6928895612708,0,601"
603,603,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;TAX_FNCACT_POLITICIANS;GENERAL_GOVERNMENT;TAX_FNCACT_POLITICIAN;INFO_RUMOR;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;TAX_FNCACT_BACKBENCHERS;MEDIA_MSM;TAX_FNCACT_MINISTERS;TAX_FNCACT_SENATOR;TAX_FNCACT_TROOPS;TAX_FNCACT_BACKBENCHER;ALLIANCE;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIANS;ECON_DEBT;UNEMPLOYMENT;TAX_FNCACT_ASSISTANT;TAX_FNCACT_TREASURER;ECON_TAXATION;,james glenday at parliament house;parliamentary budget office,"-2.7027027027027,1.35135135135135,4.05405405405405,5.40540540540541,23.2732732732733,1.35135135135135,602"
604,604,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MECHANICS;SCIENCE;SOC_INNOVATION;,,"8.06451612903226,8.60215053763441,0.537634408602151,9.13978494623656,19.8924731182796,0,161"
605,605,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;GENERAL_HEALTH;MEDICAL;RECRUITMENT;,,"2.4,2.4,0,2.4,29.6,0,111"
606,606,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_ASIAN;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;GENERAL_GOVERNMENT;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_ANALYST;,samsung;world congress,"-0.626304801670146,1.25260960334029,1.87891440501044,3.13152400835073,21.9206680584551,0.208768267223382,433"
607,607,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SECRETARY;LEADER;,associated press;united states congress;united states,"0,3.84105960264901,3.84105960264901,7.68211920529801,23.4437086092715,1.58940397350993,705"
608,608,20150302000000.0,TAX_FNCACT;TAX_FNCACT_CRITIC;TAX_FNCACT_YOUNGSTERS;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_ETHNICITY_WHITE;TAX_FNCACT_MAN;,,"2.86975717439294,4.85651214128035,1.98675496688742,6.84326710816777,21.8543046357616,0.22075055187638,408"
